Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"We fell behind in our payments back in 2014 following a really unreasonable modification. The modification was over {$1300.00} and placed our loan into 40 years. At XXXX years old we will never live to pay this off. A few months after the modification the payment went down to {$1200.00} a month. We fell behind XX/XX/XXXX due to the fact I am having health problems and my medical condition is on going at this time. We also lost about {$400.00} a month in income due to family members moved out of the home, in which they where contributing to the household at the time. We received a notice from the mortgage company Nationstar that we had to have in a payment just over {$2000.00} by a date in the letter in XX/XX/XXXX. We contacted our point of contact person XXXX XXXX and informed her we where having difficulty and that we needed more time. Again we contacted our mortgage company and the man that answered the phone told us we had to have in over {$4000.00}. We informed them we did not have that much but could make a payment and where awaiting our tax return. Within a week the amount went up to over {$7000.00} and they turned the account over to a lawyer for collection and foreclosue precedings. We have attempted since XX/XX/XXXX to make a payment in order to get caught up but they will not take any payment, in order to help us out. Now we can not even get a response from XXXX XXXX at Nationstar or the law office they sent the account to for collection. In the meantime we are just getting further and further behind. We where not looking for another modification just a forbearance to get us time to get our finances back on track. We did get a letter from someone at Nationstar that handles compliants but that only puts the side of the story out that tells how we are behind. How they says they are out to help us and wo n't even return our calls or talk with us. Feeling stressed out due to we have a son with a XXXX and fear we will be out on the streets. 
",,Nationstar Mortgage,VA,230XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1292139
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I am a Successor - in -interest to a property located in XXXX XXXX California XXXX The mortgage on this property is currently in default primarily because of the lender 's inability to renegotiate with me. I have received notification that there is going to be a foreclosure on it. I have since been contacting the Lender to reinstate the delinquent lien, but or no one wants to talk with me. I will be put on hold for a long time, and when someone eventually comes to talk, it is the same, they will find a reason not to work anything out with me. It is frustrating and I think that they want to find a way to sell this property from under me. 
",,Nationstar Mortgage,CA,925XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1290545
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I am writing this letter because my mortgage account experienced an error when it was servicer transferred from XXXX XXXX XXXX to Select Portfolio Servicing on XXXX XXXX, XXXX. I was in the middle of a trial loan modification that began on XXXX XXXX, XXXX. 
I made all of my payments on time, which kept me locked into my trial modification agreement. I have attached a copy of my bank records, which show the payments being withdrawn from my bank account each month since the trial modification began. After the initial XXXX month trial period, I was informed by XXXX XXXX XXXX that my permanent loan modification documents were not ready to be produced yet. I was instructed by XXXX to keep making my payments each month in the same amount as the trial period payment. I ended up making payments for XXXX and XXXX in the trial amount of {$640.00}. I spoke to an XXXX representative named XXXX in XXXX XXXX. He informed me that I can begin to make my payments in the amount of the permanently modified payment, which came out to be {$850.00}, but the permanent documents are not ready yet. I made the payments for XXXX and XXXX XXXX in this amount. 
I spoke to XXXX from XXXX again on XXXX XXXX, XXXX. He was very apologetic about the errors on XXXX 's end. He explained that the XXXX and XXXX payments are short of the normally scheduled payment of {$850.00} because they had informed us to make payments of {$640.00} during these months. Each XXXX of these months is {$200.00} short from making a full modified payment. In order to credit the account for the full payments in XXXX and XXXX, he said the account is due for {$410.00}. He informed us to make the shortage payment along with the payment for XXXX and the account will be permanently modified and brought completely current. This would allow them to apply all of the funds properly through XXXX XXXX, XXXX. He said XXXX is working to rectify the issue prior to the transfer to Select Portfolio Servicing, but they will notify SPS of their error prior to the transfer so that there are no issues with the modification when the loan is transferred to SPS. 
As you can see in my bank records, which are attached, I made the payment to Select Portfolio Servicing on XXXX/XXXX/XXXX in the amount of {$1200.00}, which can be broken down into {$410.00} for the shortage in XXXX and XXXX plus {$850.00} for the XXXX payment plus an additional {$30.00}. I contacted SPS on XXXX/XXXX/XXXX to ensure that the payment had been received. I was informed that the payment was received, however they were still working on the transfer process. I called back and spoke to SPS on XXXX/XXXX/XXXX and I was informed that they were showing the account due for XXXX payments. I tried to explain that the account was current and I was advised to send in a dispute letter for the account. 
I ended up submitting a dispute letter on XXXX/XXXX/XXXX. I received a response on XXXX/XXXX/XXXX that SPS could not find any errors on their end and there is still a delinquency on the account. However, this is not correct information, as you can see in my bank statements that a payment has been withdrawn for each month since I began my trial modification in XXXX XXXX. I sent another dispute letter into SPS on XXXX/XXXX/XXXX. They responded with the same letter as their first response and claimed that there is not a payment issue on the file and they claim that I am XXXX payment behind on the mortgage, which is not the case. I ordered a payment history to prove that payments were made, but SPS conveniently began their payment history on XXXX/XXXX/XXXX, whereas the payment was made and accepted by them on XXXX/XXXX/XXXX, in which they claim they did not receive the payment of {$1200.00}. 
",Company believes it acted appropriately as authorized by contract or law,"Select Portfolio Servicing, Inc",NJ,080XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1292065
03/19/2015,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,"I had a mortgage with from XXXX of XXXX to XXXX of XXXX and never missed a payment. I refinanced my Citizens Mortgage through XXXX in XXXX of XXXX to obtain a XXXX loan to completely renovate my home. My home is built. My current mortgage is with XXXX for {$410000.00}. My house is a single family ( XXXX ) in XXXX XXXX with an ocean view, XXXX car garage, and an additional parking spot. 
In late XXXX of XXXX, after I moved in, I started a refinancing process with Citizens to lower my monthly payment by close to or at {$600.00} because I would no longer need PMI insurance. I provided Citizens with every document it asked for ASAP ( XXXX for XXXX, XXXX, XXXX ) I signed to allow my income taxes to be released. 
I paid {$450.00} for an appraisial of my home which occurred on XXXX XXXX of XXXX. The apprasal came in ( {$590000.00} ) signifigantly under market value. I raised complaints about the my appraisal to the loan originator, XXXX XXXX of Citizens Bank XXXX XXXX XXXX, and she agreed it was way under value, would file an complaint, but the loan should be fine even though the appraisal was so artificially low. 
I was told we would close at the end of XXXX XXXX. We did not close then and was told we would close at the end of XXXX. All along, as is available via email, I was told the loan was going forward and we were all set. On XXXX XXXX, XXXX, I was told via email from XXXX XXXX we would close Monday XXXX XXXX, XXXX at XXXX at the XXXX XXXX XXXX XXXX. Then it was moved to XXXX XXXX. I was told over the phone by XXXX on XXXX XXXX around XXXX we were closing tomorrow XXXX XXXX. At XXXX XXXX XXXX I received an email from XXXX saying the loan was denied. XXXX also said in the email she had a sore throat and cold not talk. Reason stated was the amount of my summer job was {$1900.00} less on my XXXX than XXXX had told me it was safe to cancel my XXXX payment with XXXX which I did via telephone. I planned so financially. I have a XXXX child. My wife is not working. I now need to come up with additional money which I was told I would not need because my Citizens payment would be lower. 
I did everything asked, was told only positive things about my loan ( in other words all I ever heard via email, telephone was that it was moving forward ) and get an email the night I was supposed to close that it is not happening. After another week of vetting my financial sources, which I submitted back in early XXXX of XXXX, I was told by my loan officer i was denied on Friday XXXX XXXX, XXXX. 
No bank should be allowed to treat people in such a manner, especially when people 's financial future is held in the wings. 
",,"Citizens Financial Group, Inc.",MA,021XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1290564
03/19/2015,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"I KEEP RECEIVING PHONE CALLS FRON NORTHEAST RECEIVABLES MANAGEMENT LLC. I NEVER RECEIVED ANYTHING IN THE MAIL OR ANY PAPERWORK VALIDATINHG THIS DEBT. THEY ARE CALLING MY JOB AND MY RELATIVES TELLING THEM I OWE THEM MONEY. TO BE HONEST IM NOT EVEN SURE WHAT THIS IS FOR. I HAVE MAILED A CEASE AND DESIST LETTER TO THEM AT XXXX XXXX XXXX XXXX XXXX, XXXX NY XXXX 
",Company believes the complaint is the result of a misunderstanding,"Northeast Receivables Management, LLC",SC,297XX,,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1292234
03/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"This dentist appt was back in 2012 and I was under XXXX XXXX dental insurance. 
XXXX XXXX did not file the claim with XXXX XXXX as I was 100 % covered for any dental services. I have explained this to XXXX XXXX and ARC-This is a case of complete incompetency on XXXX XXXX part and even more so with ARC. 
We do not owe this debt-it belongs to XXXX XXXX and XXXX dental should go to them and collect the fees. No services were provided in any way other then to attempt to talk me into whitening my teeth. The receptionist at XXXX XXXX has stated that they have just sent 12 years worth of unpaid acct receivables to ARC and they are getting bombarded with calls about not owing the debt. ARC has been calling repeatedly both my wife and I. My wife was the primary insured and has no responsibility whatsoever and has no relationship to this debt. 
",Company believes it acted appropriately as authorized by contract or law,Accounts Receivable Consultants Inc.,TX,774XX,Older American,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1290580
03/24/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 

I WANT THIS ACCOUNT REMOVED FROM MY CREDIT REPORT AND THIS COMPANY TO STOP CALLING ME IMMEDIATELY! 
",Company chooses not to provide a public response,"Dynamic Recovery Solutions, LLC",TX,776XX,,Consent provided,Web,03/24/2015,Closed with non-monetary relief,Yes,No,1297977
03/19/2015,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,"In XXXX I purchased a XXXX XXXX XXXX. The vehicle defaulted and repossessed for payment in XXXX due to job loss and death of a parent and. In XXXX of XXXX I received a XXXX from a third party to pay taxes on the financed amount. Second incident stemming from the XXXX Serial NO. XXXX. I received a call from XXXX XXXX XXXX in XXXX, Texas on XXXX/XXXX/XXXX. Regarding a school zone ticket for {$430.00} which occurred in XXXX. I immediately faxed over A letterhead from Wells Fargo the lienholder referencing Notice of Our Plan to sale dated XXXX/XXXX/XXXX. I have thoroughly researched and seek further guidance to understand why more than two entities have manage to further allow my identity to be compromised without my knowledge. And what actions should have been taken to initiate updated documentation. Please respond with the next recourse of action. 
Sincerely, XXXX XXXX 
",,Wells Fargo & Company,TX,752XX,,Consent provided,Web,03/25/2015,Closed with non-monetary relief,Yes,No,1290594
03/24/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"The following summarizes my issue with PNC Banks policy, and their refusal to properly rectify the consequence of their mistake. 

On XXXX XXXX, 2014 I placed a currency exchange order for XXXX XXXX 's at the PNC bank located at XXXX XXXX XXXX in XXXX XXXX, Mi. This transaction is XXXX # XXXX. Subsequently, I picked up the money and engaged in a conversation with a bank associate about returning unused monies. At that time I was told that I could return paper money, but that they would not accept coin. 

On XXXX XXXX I went to the bank to return XXXX paper XXXX for approx. $ 35-40 U.S. At that time the bank associate made a telephone call to determine the exchange rate on the currency. After that call she informed me that the bank had a policy of not exchanging XXXX with a value of less than {$100.00} U.S. In response, I told this associate that I inquired about returning XXXX when I picked it up, and no one told me about this requirement. I certainly could have brought back the required amount if I had known about it, and I told her that the bank was negligent in not informing me about this. I felt that they made an error, and want me to suffer the consequences of their oversight. The bank associate told me that she would discuss the matter with bank management, and someone would get back with me. 

On XXXX XXXX I received a call from someone at the bank who identified himself as "" XXXX ''. He told me that he checked out my exchange issue, and found that PNC had a policy of not exchanging XXXX with a value of less than {$100.00} U.S., and they could not make exceptions to this policy. I asked him why the bank did not inform me about this when I inquired. He apologized, and it appeared to me that local bank personnel did n't know about this policy. When I asked XXXX about the reason for this requirement he stated, "" efficiency 's of scale ''. I pointed out to XXXX that the bank had a XXXX opportunity to make this requirement known to me in written communications, but missed that chance also. As a result of my order, I was given a written record of the transaction entitled "" PNC Foreign Exchange Services ''. This document should have defined the return exchange requirement, but failed to do so. I told XXXX that I viewed this failure as additional negligence on the part of the bank. 

XXXX was firm in his position that the bank would not exchange the XXXX for me, and he suggested that I try to get it exchanged at the airport. I told XXXX in response that I have been a member of PNC and it 's acquired banks for almost 50 years, and I would like to believe I could count on my bank for this service. 
",,PNC Bank N.A.,MI,493XX,Older American,Consent provided,Web,03/30/2015,Closed with explanation,Yes,No,1297972
03/24/2015,Payday loan,Payday loan,Payment to acct not credited,Payment to acct not credited,"I have received multiple messages from "" XXXX XXXX '', Process Server, stating that they have a certified notice of intent to serve papers on an outstanding debit. I know this is bogus because I do n't have any of these. He stated he will be at my home between XXXX-XXXX tomorrow so have ID on hand, put up dogs and remove guns from premises. I spoke with the police department on this.. they confirmed it was a money scam on a former pay day loan, and the phone numbers were from burner cells. Same person has called back using name "" XXXX XXXX '' XXXX Now we have a XXXX XXXX who is also XXXX XXXX and XXXX XXXX XXXX 

Calls are coming from the following numbers : XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX, XXXX have written transcripts and phone calls if desired. 
",Company believes complaint caused principally by actions of third party outside the control or direction of the company,"The Regional Adjustment Bureau, Incorporated",NC,274XX,,Consent provided,Web,04/16/2015,Closed with explanation,Yes,No,1297303
03/19/2015,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,"I made a payment on a {$69000.00} loan of $ XXXXXXXX3.62 % they applied {$960.00} to finance charge and {$230.00} to principal. This is wrong. I called and was told they will look in to it. My first call was XXXX/XXXX/15, they have still not resolved this. I do n't know who this Co is Specialized Loan Servicing LLC, they said they got this loan from XXXX XXXX XXXX XXXX to witch I have been making payments for several years. 
",,Specialized Loan Servicing LLC,NJ,074XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1290644
03/24/2015,Mortgage,Other mortgage,Settlement process and costs,,"I applied for a loan modification with Suntrust Mortgage. I qualified for an modification option to convert from an ARM to a fixed rate mortgage. I was 6 years into the mortgage. I am a divorced mother of XXXX and ex-husband was on original loan. In divorce he had to quit claim as I did on his property. 

Suntrust required him to sign modification application but then when presented with quit claim, allowed me to proceed without his signature. I have completed the 4 month trial period and loan mod docs have been sent to me. 

Problem : They are now requiring ex-husband signature now. He is an unfriendly/uncooperative party and is trying to leverage his signature with his lawyers for a percentage ownership in the property and other stipulations. 

Suntrust will not let me sign alone even though I made the application alone and the calculations were based on my income alone. I need them to be compelled to allow me to sign alone. 

If I ca n't execute this modification I will have to default as I owe 6k on demand to go back to the original structure. The ex does n't care about defaulting he has family money and many lawyers. Please help me compel Suntrust to allow my sole signature on this modification. 
",Company chooses not to provide a public response,"SunTrust Banks, Inc.",CO,804XX,,Consent provided,Web,03/24/2015,Closed with non-monetary relief,Yes,No,1298042
03/27/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"XXXX XXXX MUNICIPAL COURT ( XXXX ) Says i owe {$160.00} XXXX different times on my transunion report and i have not been in XXXX or had any XXXX or XXXX tickets but my id and ss card was stolen along with my car in XXXX of 2014 and i would like them to be removed from my credit report because i dont even know what they are for 
",,"TransUnion Intermediate Holdings, Inc.",OH,439XX,,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1304502
03/24/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"This is a concern with companies in general. The retention of personal information i.e. email, phone number, address, and social security number even after business with a company is no longer prevalent. Specifically, Capitol One 360 has said information and according to their policy they can not delete the it. In light of recent hacks to many consumer 's financial information I am concerned about having that on file from a company which I no longer conduct any business. They may notify me after the fact of any breach, however, what is a person to do if their information especially Social Security number is compromised. It would be proactive to not have that information available in the first place, especially when all accounts are closed. Lastly why do they need to keep this information? With several companies, XXXX and XXXX in particular, data mining people 's information only to be sold to advertisers and whomever else for profit, I can only speculate as to what these financial institutions are doing with this information. I write asking for a proposal for legislative change that gives the consumer power to redact and delete their details from companies when they choose to no longer conduct any business with them. In the mean time are there any other means a consumer can use to achieve this? It appears we 're all at the mercy of the company 's policy. 
",,Capital One,CA,906XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,No,1298081
03/24/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"I pulled a credit report and noticed a collection account. It is an amount of 120 dollars. I reached out via certified mail in an attempt to verify debt and even settle since it was a small amount. First Credit Services will not answer me with any information about debt and unfortunately I can barely understand their customer service when speaking over the phone with them. 

Back in XX/XX/XXXX spoke numerous times to trainer XXXX. Informed me only XXXX could help me. So after numerous attempts in XX/XX/XXXX turned my key fob in to XXXX as I was unable to reach XXXX.I have been charged up until XX/XX/XXXX. Even XXXX called me to get my new card security info, XXXX numbers on back of card, which I never gave out but they worked around that as I never gave consent to debit my new credit card. 
Emailed XX/XX/XXXX via online "" email my club '' link asking for membership and contract info identifying myself. That email wentunanswered. 

XX/XX/XXXX called XXXX spoke with XXXX who tried to call the XXXX branch but like usual no one was in. XXXX said she would call me back when she heard back but would not give me her extension or direct line to reach her. She never called me back. Several calls later all with no answers I had to cancel credit/debit cards and get new account. Since then it appear as if penalty fees have been assessed. 
The cancellation letter and the amount to collect do not even match. 
",Company believes it acted appropriately as authorized by contract or law,First Credit Services Inc.,NY,140XX,Servicemember,Consent provided,Web,03/24/2015,Closed with explanation,Yes,No,1299540
03/19/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"a incorrect reporting by cavalry portfolio on my credit report shows that i have a collection account of {$1400.00} I have no knowledge of this debt when I requested investigation by both the credit agency 's and the creditor I got no response from them and then only a letter from the credit agency 's that they were going to update my credit report to show i disputed it. account number XXXX 
",,"Cavalry Investments, LLC",FL,335XX,,Consent provided,Web,03/31/2015,Closed with non-monetary relief,Yes,No,1290308
03/24/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I was {$48.00} behind on our mortgage because our town raised taxes and our escrow account fell behind. GREEN TREE SERVICING called my XXXX year old mother who lives in a different city and has no connection to the loan and told her we were behind on our mortgage. She said she did n't sleep for two days worrying that we were in financial trouble. Since I could never think a real company could do something like that I told her someone was trying to scam her and then she worried about that too. Major violation of privacy and unfathomable business practices to just call relatives and talk about someone 's finances. They already got in big trouble for this in Vermont, but they are still doing it. ( This happened in XXXX 2015 ) 
",,Ditech Financial LLC,MA,020XX,,Consent provided,Web,03/24/2015,Closed with non-monetary relief,Yes,Yes,1298116
03/24/2015,Credit card,,Other fee,,"I am currently paying a {$120.00} annual fee for the Chase Sapphire Preferred Card, which is one of my favorite credit card products. Today, I found out my friends, who signed up for the same card during the same time as I did, is paying {$95.00} in annual fee. The company advised me that the Credit Card companies posts test links in the market to test a price plan. I, unfortunately, was targeted with a higher cost fee and the Customer Service Rep advised that he has seen a fee as high as {$150.00}. I advised that this does n't sound fair to me, considering the card has the same benefit as the Chase Sapphire Preferred that charges {$95.00} annual fee. This is very misleading to to consumers and I am concerned that it is targeting the audience unfairly. How many other consumers are they targeting at un-equal prices? Please advise. 

Thank you, XXXX 
",,JPMorgan Chase & Co.,NY,100XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,No,1298124
03/24/2015,Credit card,,Closing/Cancelling account,,"On XXXX XXXX, 2015, I had made a deposit of {$55.00} at the Capital One Bank in XXXX, Md to my credit card ending in XXXX. When I returned home to check my account, my online account was restricted. I had called Capital One and they requested for me to go to the branch Capital One bank to verify my identity. I went to the bank XXXX mins after the call and done what was requested. Prior before leaving I was told that my account will be back up and running and to not worry about anything. I have repeatedly call for XXXX weeks asking what has happened to my account for them to close it. I have talked to the Capital One Fraud Supervisor who could not tell me why they close my account. They have sent me no notice of intent to close, fraud or anything of that nature. Nobody can give me an answer of why my account is restricted. It is fishy to me that my account went closed after I made a cash deposit in the bank. I am applying for mortgage next month and due to my account being restricted or closed, I can not pay down my balance to lower my utilization rate. The Fraud Supervisor told me I could still make payments but when I went to pay down on it the branch tellers told me I could n't because the account was closed due to Fraud. I am worried about my credit score and can not get any answers from no Supervisors of Capital One. All they keep saying is my account is under investigation for Fraud but they have found no Fraud on my end. So I keep asking why do my credit score has to suffer because of something they are messing up on. They can not give me a clear answer. 
",,Capital One,MD,217XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,No,1298133
03/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"united revenue corp. account # XXXX is on my credit report and i have no idea who they are or what they are trying to collect. after contacting them in writing 2 times i have never received a response 
",Company disputes the facts presented in the complaint,United Revenue Corporation,FL,335XX,,Consent provided,Web,03/19/2015,Closed with non-monetary relief,Yes,No,1290311
03/19/2015,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Calling daily. Calls are made by a robot. This is evident because there is no one on the line when I answer the phone. When I do answer, the person talking to me refuses to disclose that they are a collections agency. I spoke this morning with "" XXXX '' and to "" XXXX, '' both of whom refused to tell me what the call was referring to and required my phone number after which they would transfer me to another representative. I refused to give my information to them. XXXX hung up on me. She refused to give me the company name and address. She refused to allow me to speak with a supervisor. XXXX gave me an address then agreed to transfer me to a representative but instead I was disconnected. 
",Company chooses not to provide a public response,Citibank,PA,174XX,,Consent provided,Web,03/25/2015,Closed with non-monetary relief,Yes,No,1290734
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"I have been trying to get an audit of my account from the mortagge company for over 2 years, and applied for a modifcation with no results. I have submitted over XXXX applications within the past year, and each tie they would reassign the account after 90 days by allowingthe information to expire. There was an agreement reached by the federal courts where Citi would correct the account, and offer a structured payment plan that woud be affordable. During this time XX/XX/XXXX and XX/XX/XXXX, they assigned a rep, then it went to another. Citi agreed to a principal reduction, and sent information that exceeded my budget. however, to show good faith I paid XXXX a month to build a trial plan, where the loan could become stable and after i 'd lost my job in XX/XX/XXXX, and filed bankruptcy to see what could be done. during XX/XX/XXXX, i was just XXXX behind, as the employment ended in XX/XX/XXXX, it too Citi 3 months to offer me anything, By this time, the account had grew that it was impossible to do anything. 

Currently, I was paying Citi constantly on a monthly basis of {$1700.00} from XX/XX/XXXX until XX/XX/XXXX. I stop paying as I started receiving foreclosure notices, and realized that my payments were not being applied to my account. They had me blocked from their internet site where payments could not be applied, ( i never wrote a bad check or anything with them ) they stated its a process when they are working on accounts to limit the use where updates can be made. Therefore, i sent payments through my online bill pay, where evidence could be tracked. 

So in XXXX, Citi asked for me to send another loss mitigation application, and i did just this with the new rep, and they came XX/XX/XXXX or XX/XX/XXXX with a payment XXXX more than my original payment. I asked why and what were they doing, they said it was n't an explanation for it and demanded that i either accpet what they had put in the document or reject it. I then, edited the trial plan with payments in which I knew i could afford, and asked them to revised the documents ; they refused and sent my account to XXXX a foreclosure company to cause embarrassment abd economic harm when it is clear that information in which consumers are entitled too should be shared. 

at the same time, they have added {$60000.00} to my mortgage and I am not sure where this is coming from, also Citi is aware that i am a victim of preditory lending. when I purchased the home it was for sell of XXXX, and the lender sent XXXX, where the broker and agent took at least XXXX off the transaction and registered my home as sbeing purchased at XXXX. When the economy changed in XXXX, i lost my job, and paid until all of my savings were gone, then asked for the interest rate to be changed which was done in XX/XX/XXXX every since then, its been a problem, and I would get mail from different entites of Citi XXXX reflected different things. The more i tried to explain the worst it got, then finally the Ceo XXXX XXXX answered my email and we had account in good status for about 9 months. when he left, the same old systems that sent bad information before started happening again. 

i understand there are XXXX federal orders that protect homeowners like myself, and each time i have requested a face to face with Citi they declined and said we have assigned some XXXX who you can work with at your convienence which is over the phone and by email. 
This is where shuffle begans all ober, and again, and again. I hae explained the situation more than once with the Mortgage lender, but it appears they have a duplication in their system where everything is not getting communicated properly, and I keep running into these unwanted problems with them. they lead me to belive they had underwriters working on my loans and processed information correctly and now has sent my acount to a firm for foreclosure. I am not understanidng this. 
",,Citibank,MD,207XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,Yes,1290765
03/24/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Seized/Attempted to seize property,"My name is XXXX XXXX, the company name is Regional fin., out of XXXX .and XXXX and XXXX, XXXX, there were located out side the XXXX XXXX XXXX , I return from XXXX, needed money to get home to XXXX, the company I.D . they self as XXXX, so this might build my Credit, I did not read fine print, all I want was the Monthly payment which was {$94.00}. for 18 months. I could do this. So I took out the loan XX/XX/XXXX, I kept paying the {$94.00}. monthly fee even when I was XXXX. So I stop ever thing XX/XX/XXXX, when I put in to my calculator {$94.00}. X XXXX = {$6900.00} to date. When I question them about it, and how much, I still owe, I want to pay off, they said I still own like {$1500.00}, on loan, I was confess then. So I went back to XXXX, that I show them and they took it away and shrewed ( cut it up ) it was 640 %, now it 's 450 %, but because I did n't pay off in the XXXX three year, and the Government say, they can not charge 640 %, But could charge 450 % + {$300.00} for Service fee, + {$200.00}. for application fee, which bring it up to {$1500.00}. + interest = {$1800.00}. total amount to be finance. So my payment was due XX/XX/XXXX, but because I was researching, and checking into my problem, of signing into this company, they started Collection Proceeding again me early.. Like I say payment was n't due till XX/XX/XXXX, on XX/XX/XXXX, they started calling me at the business place they are ( seniors, also ) contractor for Post Office, contracting me at the V.A. even trying to force they way in, while I was in bed getting treatment, called friends ( with hassizment ) and other, my phone I kept all phone calls by Regional Fin., Voice mail, internet mail, must be XXXX phone number they have for collection. Some day it XXXX calls night and day till now XX/XX/XXXX, threats and to do harm, by sending in XXXX XXXX, to collection from my home, over and about what I own, I tried to get help here in XXXX and XXXX, XXXX, even the Police are scared of the gangs, no attorney will take the case. I just turn XXXX year young XX/XX/XXXX to XX/XX/XXXX. CAN YOU HELP. thank you XXXX XXXX of XXXXXXXXXXXX my cell phone number is XXXX 
",,Regional Management Corp.,TX,775XX,"Older American, Servicemember",Consent provided,Web,03/24/2015,Closed with explanation,Yes,No,1298192
03/27/2015,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,"They keep calling me and upsetting me about payment on our car loan but they are not sending any statements out so we can pay them my lawyer told me that they are suppose to do that and they are not to charge us any late fees if they are no send any statements to pay them. we both have been sick and have not been able to work yet but we are XXXX and have rights like everyone else has to have respect from other people and they must not go to church to learn how to treat people. Can you please help I have had to block them off of my cell phone and disconnect my phone just because of them idiots. My lawyer said they are not to have any contact with me until they send me the right stuff to pay a payment and to erase all the days that it is late. they are to work with us on this I thought since we were XXXX XXXX years of age they would have more compassion and understanding and help us out my lawyer said if they keep doing what they are doing he will sign a court order to make them say that the car is paid in full and quit upsetting me and making me sick. we have had other bills and medical expenses come due so we had to cut something out and still so far behind but hopefully we will get caught up. 
",,Santander Consumer USA Holdings Inc,KS,672XX,,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1304637
03/27/2015,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,"We had a Line of Credit with US Bank that was included in our 2013 Bankruptcy and has been charged off by the bank. We are trying to sell our house and the bank is giving us the run around about releasing the Deed of Trust in the county records. This is obstructing the sale of our property 
",Company chooses not to provide a public response,U.S. Bancorp,CO,801XX,,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1304648
03/27/2015,Credit reporting,,Incorrect information on credit report,Personal information,"I am having difficulty trying to file for a credit card or to receive a credit card due to that I have a XXXX brother with the same last name and same first but our middle names are different. our social security numbers are different by XXXX digit cause we were born XXXX as XXXX. XXXX are XXXX individual people, not XXXX person. When trying to file for a credit card, the credit bureau 's see XXXX different social security numbers but when they see the same first and last name, everything is refered back to XXXX person and only being XXXX person since having the same names but the system ca n't detect a XXXX digit difference in social security numbers. The United States XXXX can Identify XXXX separate human beings with XXXX different social security numbers and see the complete name, first, middle and last, they do n't see only first and last name. This problem has been going on for the last 7 years and yet to this day credit bureau 's have not identified or tried to prevent these kind of situations believing that XXXX people with the same fist and last name but XXXX digit difference in social security is still only XXXX person. Were both veterans, we have XXXX different XXXX discharge papers, both identifying both of us as XXXX different people. I hope that the system is n't discriminating towards Hispanics that have identical names but yet XXXX different social security numbers. 
",,"TransUnion Intermediate Holdings, Inc.",AZ,850XX,Servicemember,Consent provided,Web,03/27/2015,Closed with non-monetary relief,Yes,No,1304665
